sentence	sentence_id	locale	reason
Pia kuna pareto kama zao la biashara	5b690f3f6881a9381f0eb85c4f4c6c0654885cab8610ab2729f3489698fa52dc	sw	Haikubali kuwasilisha
Udongo una rutuba kwa wingi yakiwa juu ya carpaous ngumu fupi	66c14d104d4911f284241cd0149028bc4026e12e8399dc96ac024beb0f789dd7	sw	different-language
isimamia ya Afghanistan Marekani nao kama	6da8f9901c3ae26134a7f5a3572b6b4308b6d8cf68f3934f0897951591dcd198	sw	grammar-or-spelling
SitaNeymar	726c6a6f663c85d3cd6f3f7f03617f91536691f471a7292d6c6cfe5ee8d262fe	sw	grammar-or-spelling
kama utapiamulo kwashakoo na kiliba tumbo	60e6ecb561e4fe0bdd285c9612a0030dec47d266f4917d96e7eb36b9516f274b	sw	different-language
Hata hivyo aliegamia hasa Afrika ambako alituma majeshi kuunga mkono wapiganaji wa msituni	70000e51c2ea98994c26bef0b83165ac6921f4ab55d1d1e3bcfd7db618498772	sw	grammar-or-spelling
TisaFarenc Puskas	7338886e3d74529163800957f0038a48d14d2dd82af0e9a2a87a922eb38bad09	sw	different-language
kwenye notepads au newfangled gadget	8599e2ed5524e34dfd6556b69a734cc92acc52d3704284f514a4b4c3c3a4e529	sw	different-language
Wakati bibi inapofika yeye anapokea mtoto	86859c08703a33b0e4b54129975c905eba8bc15ae118a75bba350a2246e3cb9c	sw	grammar-or-spelling
duniani mchezo wa mpira wa miguu hunasisimua zaidi pale zinapokutana timu mbili pinzani	8c14c7361faae06eb557a53492876000272c8955d34e1f3256a9ae1792a58338	sw	grammar-or-spelling
anini alitawala uganda kwa mabavu sana	8cfab24983005bed034d9e1b57da2dcdc1374f22a4de501f66e10e91bcbbe5bc	sw	grammar-or-spelling
Milima ya Itonjo pia Mlima Jamimbi pamona na Milima ya Kabare	8ac15c4a46d838d9f7cd007f216752cbf65921cb0bb51692e9b21b5b4054cb31	sw	grammar-or-spelling
Katika utawala wake alitumia msemo useamao	8e79d740b8a41f983badc064abdb657ed32a06fc46968ab801b735c6fc13a287	sw	grammar-or-spelling
Ndipo afuate mdogo na kama kuna na watoto wa mtu	9290df455c660f494119fd74477db54f8a4d4ca77f7922bfb6183ce29b4e6844	sw	grammar-or-spelling
Mangi Meli huyu alikuwa mangi wa waoldmoshi	96a9f5f16cc955f6e8edbbd527319ddda7352f4d8917fc26298d25200f47382b	sw	grammar-or-spelling
lakini hekalu la Angkor Wat nchini Cambodia	9c015c774e518613f4dad34b0091eba0735603c2905a51639f7797c22232cb67	sw	grammar-or-spelling
Kitabu cha War in Uganda cha Tony Avirgan na Martha Honey kinasema hayo	9cf845c26ac207ff36d7705746c5d01220781c4ed74f95c0f1c76eea57c88907	sw	grammar-or-spelling
This person who are selling things are maching guy	b2c27ca26996dd8fa6e60dd1a53adec5462382b88b06f2890096da0b20cc2ad7	sw	different-language
Hili ndilo lilikuwa eneo la Kulebhiya kwa lugha ya Wakerewe	3481f36bacd7441ce2c776bec17fcff9c71c6104985929a17fedd4e94312bf6c	sw	difficult-pronounce
Grace alikuwa mwanawake mrembo sana Msumbiji nyakati zile	4e7dbb7948df4c51c355c228e4ef16c3b10fb4f67627006a475786a74c99224e	sw	grammar-or-spelling
Hadi mwaka wa elfu mija mia nane themanini na sita	456beace2eb278e856d574f56a4fa9f9f119689082f7e433bfe04bc96f613fb9	sw	grammar-or-spelling
Tamaduni za watanzani na waafrika kwa ujumla walitumia dawa za asili	4895c6d3de1bc3b5ad854ef56abfe36d6704a5f73ce6ec59cd0ab9d22618e91a	sw	grammar-or-spelling
Mkataba wa Sevres na Uturuki uliozsainiwa tarehe kumi mwezi wa nane	33a748abee47b4b8099a441fa97a7abcc42f3f3edbc3bf47c4973d89cabdb574	sw	grammar-or-spelling
sasa yako haitaonekana na matokeo yake jana	4a72fac2cc1ad298455ebe565f5d81a0adb6cb0fdaa123047becd980f4f7c991	sw	grammar-or-spelling
Katiaba hii tuliirithi kwa kiasi kikubwa toka kwa ukoloni wa waingereza	519fada58890a63f2ed423a0c5bd90985d3190964d21f87c6552a95d78da84b0	sw	grammar-or-spelling
Hukuweza kuonyeaha wazi wazi ama kwa hakika najivuni kuwa ua zuri la thamani	4cdb934ae658a00481b69faccc59d5dda36b5e5c5874e159df773aff7c035e3f	sw	grammar-or-spelling
Ndipo Oprah alizalimika kuishi na bibi yake Hattie Mae Lee	4e4e7de3521e6325154ddce25bdf50e71a22d98fa96d7a7ebd53ca5386884954	sw	grammar-or-spelling
Kabila hili limekuwa ni kivutio cha utalii duniani kote kwa jinisi wanavyoishi	63b4fb14fa581516c16f091c41d23c51dac9761e27063fe505ad630aa07ad563	sw	grammar-or-spelling
huduma ya dharura inasaidian sana wagonjwa	694ff77e33e765ba036e58d440710af0565a7b14dc1512ca69ede559599fe94e	sw	grammar-or-spelling
Mikataba mbalimbali iliandaliwa kati ya washindi na kuwekwa mbele ya nchi zilizoshindwa	5d49f58e6422d335ab2dfeb26b643f4f38f2487e6c9d6b0f3d3258918aa6e83c	sw	offensive-language
Mikataba mbalimbali iliandaliwa kati ya washindi na kuwekwa mbele ya nchi zilizoshindwa	5d49f58e6422d335ab2dfeb26b643f4f38f2487e6c9d6b0f3d3258918aa6e83c	sw	grammar-or-spelling
Mikataba mbalimbali iliandaliwa kati ya washindi na kuwekwa mbele ya nchi zilizoshindwa	5d49f58e6422d335ab2dfeb26b643f4f38f2487e6c9d6b0f3d3258918aa6e83c	sw	different-language
Mikataba mbalimbali iliandaliwa kati ya washindi na kuwekwa mbele ya nchi zilizoshindwa	5d49f58e6422d335ab2dfeb26b643f4f38f2487e6c9d6b0f3d3258918aa6e83c	sw	difficult-pronounce
Mikataba mbalimbali iliandaliwa kati ya washindi na kuwekwa mbele ya nchi zilizoshindwa	5d49f58e6422d335ab2dfeb26b643f4f38f2487e6c9d6b0f3d3258918aa6e83c	sw	Meb
Alipata stashahada ya ualimu wa wa nasomo ya sayansi	62a3d493f2597f478aa29319215a613cd766add736fe984bb40fc3e3be5fcd37	sw	grammar-or-spelling
twga aliwahi kupanda ndege kwenda nchi za kigeni	6c0b7c80273c0ebb6c5132e59215b4bf5df23275b7fdfd722af6022783741c2d	sw	grammar-or-spelling
Lakini sio kwamba mkoa huu wanapatikana kabila hili peke yake wapo wengine wengi	605d5141e1e4bbae60fa6edbbcc70bea94da5b96db3dfabea329a68bd9b2cc90	sw	Kipaza sauti changu kimekataa kufanya kazi

Kufanya hili kutakusaidia usiambukizwe wala	4ebb3f6df702ace91ecaf44f1b60dd7035d39f3608205968eb7b29a9ab0aaff2	sw	hybu8308@gmail.com
Wanafunzi, waalimu, na viongozi wa shule walimpenda sana.	fd78f496de077c00385d3af2204970a06aa507dd6235883ce6cb9f25d27a27ee	sw	different-language
Ahmada akampiga risasi na kumuua kumwepusha kuteswa na kutoa siri	f3127c9e5a82247c37c35a62ee45d314e8583257a18f80c3ac810925d2735ec2	sw	Inagoma kuendelea
Mwenda thedhi na omo madirkani ngamani	14c94f9eeffd4744105b1ce72a3f19a582a41e1916564b1d049b4247fb0229b0	sw	different-language
Honde a baba imeyaa muhogo	2479f230035cca928b007d9d1b08d76c1fd50df1949bc5092f2340dae041cfe8	sw	different-language
Tachia kisongo iyani livodhe.	109c6448a0090d833be51fa085ee1f96b4d08f584c0b8ea669b24fa834fd0157	sw	different-language
Vanavake huchumia ibafe kufulia nguvo	2c09811381356c4a6a9e6e6ff2f75e1b9898d5fe8f4d43cebbcd55bb783889ae	sw	different-language
Vabajuni chunyukeni chusiiyale.	4ea0faedabdf7b3d7791b38610216e5b04203d568593ad3c2e53acf6cea0fce3	sw	different-language
Shangazi kan’yakushanya makonyo yote	4700ebe8aa7da4330e13516844bcf5af53fe71a908dac3a3ca37b691f674df98	sw	different-language
Shangazi kan’yakushanya makonyo yote	4700ebe8aa7da4330e13516844bcf5af53fe71a908dac3a3ca37b691f674df98	sw	different-language
Tachia kisongo iyani livodhe.	109c6448a0090d833be51fa085ee1f96b4d08f584c0b8ea669b24fa834fd0157	sw	different-language
Vabajuni chunyukeni chusiiyale.	4ea0faedabdf7b3d7791b38610216e5b04203d568593ad3c2e53acf6cea0fce3	sw	different-language
Vanavake huchumia ibafe kufulia nguvo	2c09811381356c4a6a9e6e6ff2f75e1b9898d5fe8f4d43cebbcd55bb783889ae	sw	different-language
Kugeze mwalimu yako kachakuja leo?	0f58910904322a2fc4af9a3a78bfc3c9662564a13b751a587474665f605069f6	sw	different-language
Mame andanena mara nyingine chukichokosa isii chunchilie munyu kathithi	17637b3432e73803f27ae330343f2d19b65e23d149f13d759109d1db2df969fe	sw	different-language
Kisiwa huva huvirwa sana na mai a pwani	196af0b335311ef969f910ed6ce9ca0bedd5c342dc2901acc32c48deb540d92e	sw	different-language
Ntudhi wa papa hutanganywa na ichuvi.	072913b80a25d52d7d83c9708b2142279f1a75588278ec41f91f1cdebc2e3298	sw	different-language
Tachia senchii dhangu ndani a diroo.	094bbb7b3a3266a50cbfe432cf09bec1782afc99dd914c55b5d71b2d8587d27e	sw	different-language
Mthele ule ukipika wali wake ni mthamu sana	265226389d1f59769f042e23ec7fa43c1020044d6c5c2d1109e95d88872c0636	sw	different-language
Ukitaka kuingia bonyeza kitu ukfe	34a6e41232b8c60dd47b5f155a7bccb570862eb9ef6bf67e83948fa474663106	sw	grammar-or-spelling
Ukenda nyita name nje.	4b9e317278ee891590ae23264847dc3703e78dc11b975bc2f4e5def21973315d	sw	different-language
Vadhungu huku kwechu huchubika kwa picha vakenda nadho udhunguni.	28bd3da4d12fc4a16344af8439ab49a4682c5d385568e6c4a5650a22827d5c5e	sw	different-language
Paa lya nyumba lyekugwa kwa upepo	3c7d112adf9886f361c1a0e938d95caabc25dd581953ca12b450be40ef587da7	sw	different-language
Havimwimbi ndomana hekuja	4926011b535c9b71400d9b553b6255682fcb203860e7ce729476ec118ef494ea	sw	different-language
Buchi neusi ni nduri nno.	631f5b6d0b30215b4f190d7097846faa833c73952904f7705a59e9f80263982d	sw	different-language
Vanafundi ambavo havakuvaa sokisi vamerudiswa numbani	05c4bf15760415dbe03d339e894c904dd5ad2d7378d4ca49febaf2dde515ce96	sw	different-language
Mame aita wanawe wadigi	64a3c6d1d64cea91e450b96d4db3c873b900e282967d390b59193812cdcfa367	sw	different-language
Huyalae kwenye feni ukatokwa n majasho	005bd17bd04a44ddc6c5bfc6f0d364435a1300b2ec39fdd78c6b00cdab798466	sw	different-language
Vanafundi vasivo na kitabu cha hisabu vamerudishwa numbani	4f11d97d775567579c3a71693348a9ce08f78f2ed84ac1b3d80e7e6036750c10	sw	different-language
Vanavake va kibajuni huvira kualika harusi dhavo.	2afd0d742faf03e883580ce9de5c0ba87b4bbec8fd6fa4a646dee5bfba041cba	sw	different-language
Hababa anteleza chooni	47e6f5d64eb8da6ee302f0c95e221664cd22379174f074893a88debb611b8830	sw	different-language
Mwaka huo nivu darasa lya pili	6bc2fd007149cec214dbef59846d508f61332f76b2b836be49e6f30fa49d56f3	sw	different-language
Nchu akitaka kuanda kunena kwanda huangalia lake.	342c7ae0c802bce3fbddf018203ba196d224d604bafe652c52cb6b64c9d7daa8	sw	different-language
Burashi imbirisie siivoni ilipo.	2288cf2722de4e3a53352c0fe1d383a04c9aa187e37973824b7dfe3b54171597	sw	different-language
Jaribishaga huwa ukavata.	025433a8735311b29a889257e7fd5df27040b7970cd88dfe9f392b99ac4ca1a0	sw	different-language
Mai echu mara ningii huva ni mai a majabiani.	55030564be2ada2f347be96f5f05949c5e6493f482b3cad113cb7ae08a108b1b	sw	different-language
Lulu humilikiwa na vachu matajiri nno na  ina thamani sana	52a40a223323d6f884d11001d67801bf3e273e1e8683e7e0ca80eb564c13c2c5	sw	different-language
Pendekeza wazo lyako.	00cd36c672d86edcca7aaf5a10970929f1f470c0e4986aecba37ad355d51f027	sw	offensive-language
Mgumu! Cha Jinja hachendi Entebe	54b001cbc0d0b8a52fff7faea57e397aa4b2962369d2530ed3add45ad73f4a05	sw	different-language
Msichana ule mwaka huu kwenye ntihani ndopicha kwaudhuri.	5d07d179d0875cf20e26885efb19d6df08bb56fad9c2be623b552fac92db61cf	sw	different-language
Mwana wa rasini aliandamwa na ndhuka akachiliwa zabadi kuntoa ndhuka indee.	630eac55ca5b17c73cefe30f33dae671b6da357a1ebabf5c75f2f81483748c5a	sw	different-language
Hevye mwimba	57244a935c73c3462ed81c79be990ae0c398ffad914d864dc63c84948f0affb7	sw	different-language
Usidharau nkoko ndio uvao nlinga.	07477f96c2a4b6c8c02b175fed4a2f13c9c9ef52dba5b76088833d0bf8e94124	sw	different-language
"Kuelea,ni kuoweyaweya mwana huu waiva kuoweyaweya."	59eadf1660e1dd2407e3aa020879ae8c7336ed9ecee7aa0718f4920ea25c3bae	sw	different-language
Kumwambii uvyotumwajana.	34bdf241f388bccc3ca65b1d1ca78e310ef80ac29cb317b0018c1e63a7a93ec5	sw	different-language
Ali etowa vitu vyote sandukuni	ba97c2f7b207a7ef61b6190d87bd55f5d0694f62ba2cd3953b4bffde8cbb7e38	sw	different-language
Sebuleni kwechu kuna makochi manne	d0219437ca3f056fa0a6869e9d7c668ccb83d323e9212a515a268f4fe0110630	sw	different-language
Almasi hupachikana nchonii.	d280dad8c20d51aaa99a858cdd03e206d2367aadd4bdaa869db31604c1956394	sw	different-language
Valipachikana vachu vavili vadheme  baharini	b5dbe231b55c290375d5c2c71e9279aa9f1419fa6fffc5a4905993cf4bdbd360	sw	different-language
Kiongodhi wechu hachufai ndochumalidha sababu hata akiva bungeni haneni iye.	dadcdcad6e7bdb223a212de36702da209718892e6688f8275f37351ce25c8a91	sw	different-language
Asha kanvaa viyatu vipya	e4536d141e258012c1743f6d1d023cbb579bdcbf0b35bbc1abb3bffcefd01a1b	sw	different-language
Hasira dha nkidhi ni kupacha kwa ntonyi	bda5b53feb91571b2193f10c0322abcf8b8fff5643f15aa58605a4a6ea0ab44a	sw	different-language
Ungalinena mapema kama uwe n muee	da95e969595ae3385709c6cce416b63a1e8d3dc25ad1ac70c2c2fa0a1e0a9c6e	sw	different-language
Nywa maji ya baridi	a00dbbd9e16dd5041120f0567213889db4327ea595797d82ffd961df9610064d	sw	different-language
Vito vote va nguo vintoka	1d1a7700c4c395688c5c0d3fe9cc0f4ac3f60c354845213a158de5dd6dca5604	sw	different-language
Ta kusaidia Ila unilipe	986b2570a7a40a8ad0f683afa3777951eb85d52177de5c14b639c4d63d2375a5	sw	different-language
Lavya mashuka yako yote.	9bd92c0e78ab14024afc6df07ba1fb648b277fc0eb1f924462c0c2f24857cf5b	sw	different-language
Nnafanya jambo kwa sababu fulani	cc5e6440b7826ec63d16d1644529d9cb8cc39ea2f93fa28ec483964c0f189197	sw	different-language
Huyu mtu ng'ombe sana	c02272a0caaaaf8d178ea81a7db535a29a9ed6ed12bdd84f209b63e9c419124f	sw	different-language
Juisi ya ukwaju ndhuri yuva likivaka	bced850120ba2bda82c3c7abca81b201bdb50fb44c5d4133582d0ef39be002b9	sw	different-language
Ntoto alitaka kuuliza maswali	dfb7d7b90c138e9f8657aec44002f685b6394b00a244cdb3380be77df733ef4b	sw	different-language
Sebuleni kwechu kuna makochi manne	d0219437ca3f056fa0a6869e9d7c668ccb83d323e9212a515a268f4fe0110630	sw	different-language
Siku dha yuva ikali huvaliwa kepu nno	a355496ec04103f7e17954b466f793fcb01e441ca70b9f620c2c502f6c37fce0	sw	different-language
Kuvalya nguo mpya ni faradhi	76122fff459cb7266031e6f486272d1d70fa574a1c77a8ebe9b94c9cc41b4fc7	sw	different-language
Ukenda dukani nunua bofulo	e77147c21dfb8091921c6cbcceb6479876211496f8424c7430c913cb32e4d302	sw	different-language
Ngombe una baridi tukua upachu umpake.	ce2ecd3c7d1358b218140aea9c0dfab7579eb2c5ba17e2923b21935df5a2ce27	sw	different-language
Nchu huchia nguvo akistarabu.	bc4e3652734e92c9287c383f849fd8e292138778518099c8728a2ac81b51607f	sw	different-language
Uhuni wataka uzibitiwe	c1e88b8e7ae1f8eed77e2dce48349494c8fa9a555d37589e0b860c4eed5acc9f	sw	different-language
Mara ningii vatonyi vakenda ago hutukua alivandi.	96c5b74ecf3f79a3448063efa02b97a15e6953d3457d1ed41460108c79d43a6f	sw	different-language
Mwanamume yule apenda kutabasamu	be02c16ca0ea9c1f52bdf9c99cc19136672f4f300d09055f56cf0350f1dac0b7	sw	different-language
Nvumbani kwa chai kavu pia ni nduri.	e3b01611b8fc7908fc390064b23b8b5860d02e9d0104916599642a2e75dadc19	sw	different-language
Boya hweleya juu ya maji	4a9b5d950fa979b785a9cc17a92956011f8369c0c4ae2f2e59537fc22c5b8df2	sw	different-language
Kia cha mlango kimeharibika	5e8f2a3e164f7773985b12de915fe55a826b851a71a49398f705451beb35f586	sw	different-language
Babu kantibu ntoto n’gonjwa	ca92c12d8c82b45befd9244c1fc3d7b57e5255b504fe72107084655fbb6cc958	sw	different-language
Watoto wadigi waogeleya maji mangi	664a0af28bf55fde51390818cfc2836caa62216c9ed1d45c1d84290dc58316a8	sw	different-language
Tumesikia kero zenu tunaahidi kuzitatua.	cf6ccfdbce8436544113dbf4351e7b66b04d32c7a40c43fd2fb7f4d3e3887f84	sw	different-language
Bustani echu imepambwa kwa maua madhuri	998379ff2ad55dd3dfb069fc46744643c0f11034b343c360438b305c569a8625	sw	different-language
Mwezeze mpaka anakokwenda.	e1e3377f37a346c39cf6baa37e580ba047bafeeca816bbc029846a82c5fbf8d7	sw	different-language
Fikiriga kabla kujatenda.	eb06d116341c3c4cd8a1f0f5b8ddd92654f0a53c40375eda7230333cd16c4cd0	sw	different-language
Leso dha Kenya  hakuna tena siku hidhi	6e20f78b54fd71421e340c480a09a6c30908ba5cc9dee270d2720f5a345d9ff2	sw	different-language
Cheza( michezo ya watoto = usheza)	dee6007bb0fb2017f738106314bec41c01a492e86ae1587df41ca7b5efb6ba7d	sw	different-language
Dada maliza wende sokoni	ade01b6feb75ed5ed034d90760b33765deb94b8b8d95e6db3bc313caf0cad424	sw	different-language
Takwenda kwapi nikaupache nkache wa chanu.	a19043e4eb9289ef0bb83750da54e18b56ef7cb09824ea364562dc036ff049c5	sw	different-language
Jumainne siiyali kwechu.	cb9a2ba38cf84cef8edb6351de2b5f346b62a29a885ae311ad0af8bec650c90c	sw	different-language
Uketidhie akimbiria halagao dhake kachika yaa hili kila nchu ambirie halagao dhake kachika yaa lake.	933f7b7c8bb066e2663c135cdb006e5fb87ae0c61e9cae2309c59b5afd70d225	sw	different-language
Nzambarau nchi wake hupendeza.	eb01b9a9487b7cedee3b9c8d2763e91e876d9e1b7393da36a97e33733c52992c	sw	different-language
Mwalimu kantueleza sababu za kufeli	cb44b433551c28d5ef442b2d95da342a48b9b152848e1eecafd9a11ee5de4cca	sw	different-language
Barabara kutoka Amu mpaka Malindi indochiwa lami	9e5d04d22e311f5c0ae536c1deb89244ec8fefb4d63abdf338dbd3da7351f337	sw	different-language
Isi vanadamu huchia isi bakulini	66262ecd376df3cf57c37a6c3d0c4e50c470c07f9d1cde5b842686e489f271c8	sw	different-language
Hivi Stima zishapotea?	e9d9bc1250aaa411f0d7cd2ff215bd4647fcad9e644c6c122966ff332729129c	sw	different-language
Mpwira undo anda na dhicha hapa kwechu.	8c3286da00bffc178190a9abcb6bc6c1cd331dff9e7109872ea82069fb2b51bd	sw	different-language
Showe pengine ushibie	d245006d06aaa3d446e62b527cf4042b826b8ab5199e63d6c22df4bbf5dd618b	sw	different-language
Katalya kila utakachouzwa	902828f2b656286ee88afe3e16f0536866e6d1a7656590695396935866b753a3	sw	different-language
Usikose kuvaa kamisi ndani a mwili vako	b81a10c92f58825818c32a8efa5968f6029ba07b9fcadc9730af54d81137b1c7	sw	different-language
Honde ake isi hulimia buru.	527659a8eb6821e27d5b41eee7f426f74f93b2a6a485f4b27b6e97c714b09bc9	sw	different-language
Wavyazi wan’weza kulipa ada	e9fa24aadf2cdeeed69c11da7879a8cb86d1be9e4b78dffcb5be6dc7ecb74b8e	sw	different-language
Wamemkanda mgongo wake.	b3c5f73bf2f76c78154d581607deecad9c2c677e62106db777cb8692bec8b340	sw	different-language
Nzambarau nchi wake hupendeza.	eb01b9a9487b7cedee3b9c8d2763e91e876d9e1b7393da36a97e33733c52992c	sw	different-language
Mwenye mashikio atasikiya na mwenye mato ataona	dc07dfb51eed211a82155da24e0ade568c6b084e7757bc70d9c6ffa5d7ce57f3	sw	different-language
Kunyiokoo kweli hamba ngwe.	dbb0f72dede2b05aa3aec37b44efd19bc1b16c162fe8d6521d2184c183067995	sw	different-language
Nlimuangalia maji juu mtele chini	59eee22d4faef04d5e1b7204bf7e989392c2f85072a403bcc213e5a2b87b6066	sw	different-language
Mwanangu alichiwa sindanu a chanjo ilimvava sana.	ddfa81fffdcc246daddfeb43179dfb956658bb6125d82c2010eca1677ef4417f	sw	different-language
Unatakiwa kumaliza kazi mapema.	da619f01a396f77eb64ab78c570185cb0bb79964088da6b34766d85918806ce4	sw	different-language
Haye veneve hamuyambo?	2fcd55575d3c118a6a985ff977b572ca01f2f37d91a23c8a21e87fe53f74e60f	sw	different-language
Numba ya mame iwasie Moto	3ebb0f78596cb5365e42d8d363e87b720fe48248d47a31119addec93584d80e3	sw	grammar-or-spelling
Katende yeye kanansingizia mie.	ca9bdb44accc2c67d02067c92016bc0122f151f177320a94f23908b0b0ce3b95	sw	different-language
Sahau uyotendewa yoti.	f0164ca34ce38b77d2c00a2d7c985df9200b4383c720dba7e615e6563bdc6b35	sw	different-language
Vana va shanga huchia waridi nneeni.	9ca7afba315082f441dfdc455c9845f6b3170d48379586c5609ae50704ad2f29	sw	different-language
Nda dukani saa hizi	e4286041f0ad778ae82fd81b4e4d5871b18beaff1983ca159628e795d0afd711	sw	grammar-or-spelling
"Kuna noni kila siku hulia,atha andhanichia dhiki"	c3d6a308b4a1405507ed421283f8e924713cbf3bd6808b069b5ddb41907b6e4c	sw	different-language
Kiwa changu mai mai chako wewe kitalowama	e73b2412d6f633f26ff6fa7618dc23e2ae4ef28793a86285eb5481c86a0eb238	sw	different-language
Chumia bongo ufanyapo yambo.	cb899e5ef3f87a24d9dceb282a4204413934ba9d9bb27adb46585e0327462642	sw	different-language
Vanafundi va chumba cha nanevalizunguliwa ili vafanye vema	ec73952a6ea2d5bb5e3cab83ac8a8de44ac87400bf00cda6840d2b3f00f044bd	sw	different-language
Tafadhali wika vizuri ndoo zako	d282af35aa59c2f165124b5be29e1b6d0f104eebb8ac74fbeff13f8fd9d0fd89	sw	different-language
Nee dhake ni ndefu wawedha kudhisuka	b335c3d2d15a6926d7b9f3eefd1eec98cfec26ed8689e9f957a7c76081ff39cf	sw	different-language
Fundi lyunda chombo kizuri( amri)	c2729a3b4c3428a9d52ad276e096dbe9d7f7108ed3403821ba40df004bff09d7	sw	different-language
"Msingi ni kitu ambacho kina, ni cha kusimamisha"	7d2b161865adae2d6b77cae330da86005c2a52d67dff5a9d1fa1ed8ed2d4d83c	sw	different-language
Fikiriga kabla kujatenda.	eb06d116341c3c4cd8a1f0f5b8ddd92654f0a53c40375eda7230333cd16c4cd0	sw	different-language
Mthele ule ni mzuri	65e9a1b4cdc3e1797c0b6a196850acfe816aca619cbad403b426602d3ff0f764	sw	different-language
Asubuhi huchumia sana kikombe kuchilia shai	828d7f78593bf969e70ad9c024fb5176179c8cac05948aed8cdd670f95d6da48	sw	grammar-or-spelling
Nchu ambae hueya vanyama	d1990b820bcca50dc0ccfa2342708acac1fbce56e66446a2d45a2b7d5b7725d5	sw	grammar-or-spelling
Seremala alichumia nsumari kurekebisha idirisha lililovundika	f15746e60b7f8295e1fd3292b7760192546301533161c206796b26a44e5d5b61	sw	different-language
Ngombe una baridi tukua upachu umpake.	ce2ecd3c7d1358b218140aea9c0dfab7579eb2c5ba17e2923b21935df5a2ce27	sw	grammar-or-spelling
Baba kankata miti yote	d5fad27432b3f2a1a90390ad1dc548c53e1ad1fac277cbd7042398be2c24a1ff	sw	grammar-or-spelling
Kila siku tunafinika gari na tonobari	de98d1e79a195905dc48812abcc888a6e5b7472b0e17f0549d0384432a69438d	sw	different-language
 Nokolya nofu kubwa	cf20f3102c5d959a878cb8dcfb6b466e30049b4fa824e261f686f0ecb07f1afd	sw	different-language
Ukichia ubani mochoni hutoa harufu ndhuri kama a udi	ef866033dd6538d72d19f7e8614500486a25ad3f580f2ce67717d2daf239c757	sw	different-language
Dade yangu ana ntoto mmoja	f1690213d43034fa463d1993a8bbd8d852690306724de9b313a78b247e7b854e	sw	different-language
Rudiya tena	af7741c333fe760385fe7e18aa0efacd39db524db03472acdf08b25e7a18e6ee	sw	different-language
Kenda nkaribu na kumi	f11c24d8de9615afc7d20ccef4d66710f8e31c37ec35fc5962366e77e9d00640	sw	different-language
Usinchomee nguo yangu ukipiga pasi	f00d77d762c8a859d79258170669b6011c5f555df8e5b689c3da9f98dcddc48e	sw	different-language
Idau lake nda ny’onge mara ningi halendi joshi.	73c74e9d1c6f9e490d8ee71010b7a54ea48162d133a2a2908423fc288fa4ff59	sw	different-language
Mocho ndopoteya tavasa nshumaa chuvonane	eb2d7fb5fce2a548977e47882ba46fa8422fdb0fcb79edd429a494d25a397ef0	sw	different-language
Angalia yule kifefe amekonda	f00b8fa55c491d6db9901e2cba53f632955507ac92560f353090003f3e2c0532	sw	different-language
